date,plant_id,tray_id,LFW_g,LDW_g,LA_mm2,actual_height_cm,area,perimeter,width,length,convex_hull,compactness,R_channel,G_channel,B_channel,H_channel,S_channel,V_channel,height_cm_max,height_cm_mode,e_minoraxis,e_majoraxis,e_eccentricity
29-Jun,12,6,16.87,1.41,238.354,7.2,9882,665.6122596,164,111,13809,0.715620248,74,75,38,31,136,77,6.7,5.7,102.9214325,151.0930786,0.732116908
29-Jun,13,6,17.13,1.43,263.47,7.5,9917,533.445739,141,132,12576.5,0.788534171,77,78,39,31,136,79,5.6,4.2,114.2217407,137.3060913,0.554960471
29-Jun,14,6,13.45,1.14,209.836,6.9,7160.5,526.3157963,113,132,9874.5,0.725150641,71,77,36,34,143,77,4.2,2.8,96.43087769,128.4789581,0.660804861
29-Jun,15,6,14.5,1.15,233.14,7,8103.5,494.8010775,116,125,9978.5,0.812096006,71,77,38,35,137,77,4,3.3,94.82289124,123.7205048,0.642329917
29-Jun,16,6,21.78,1.78,320.819,8.1,10375,652.2985513,144,139,14816.5,0.700232849,70,74,32,33,155,74,6.4,5.1,123.1986694,135.0806885,0.41010655
29-Jun,17,6,21.62,1.64,335.76,7.9,11518,655.4112492,141,154,15658.5,0.735574927,69,71,30,32,157,72,8.3,5.8,127.4847336,142.7842407,0.450356609
29-Jun,18,6,10.88,0.93,178.89,6.7,6992,492.9604578,111,135,9757,0.716613713,79,80,41,31,135,81,6.2,4.4,96.33624268,125.0074768,0.637266085
29-Jun,19,6,15.11,1.17,236.72,7.2,7692.5,562.6589421,110,131,10545,0.729492651,75,78,39,32,137,78,4.8,4.1,94.57427216,129.3076782,0.681960018
29-Jun,20,6,20.78,1.57,298.972,7.4,10099,520.617312,132,130,12673,0.796891028,70,75,39,35,131,75,4.4,3.8,122.4885864,128.8054352,0.309319378
29-Jun,21,6,20.18,1.59,317.79,8.7,9525,578.4995618,121,148,12689.5,0.750620592,67,72,31,34,154,72,6.3,5.5,106.153511,154.8004761,0.727842736
29-Jun,22,6,19.65,1.56,290.564,7.4,10057.5,578.4579316,136,138,13735.5,0.732226712,71,75,32,33,155,75,6.3,5.1,115.5949402,137.5448914,0.541941686
29-Jun,23,6,10.41,0.98,185.14,7.9,6066,491.3036036,136,100,8386,0.723348438,69,70,34,32,139,71,6.9,5,78.44191742,135.6325684,0.815794905
29-Jun,24,6,16.72,1.22,250.754,7.4,9575.5,652.0559107,128,142,13368,0.71630012,76,76,38,31,135,77,6.1,5.2,114.264679,134.337616,0.525848199
29-Jun,25,6,19.09,1.56,306.96,7.7,9380,550.617312,152,119,12278,0.763968073,72,75,37,33,139,75,5.1,4.2,107.6124954,142.4367981,0.655136548
29-Jun,26,6,8.79,0.81,152.214,7.5,5789,434.8183224,85,119,7353.5,0.787244169,71,77,41,36,129,77,5.1,4.6,76.06417084,114.750618,0.748738915
29-Jun,27,6,18.71,1.42,302.19,7.5,10234,634.7005723,155,123,14050.5,0.728372656,69,73,32,33,152,73,6.9,5.4,113.1880112,149.9774323,0.656069719
29-Jun,28,6,12.54,1.07,197.994,6.5,7710,535.5289993,131,105,9949,0.774952257,75,79,40,34,136,79,6.9,5.5,91.39646912,129.6239319,0.709118356
